Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Fund_Year,Sector_Group
Cellerite Systems,2017,Hyderabad,Electric Vehicle,cellerite systems is a charging solutions provider for electric vehicles.,Unknown,Undisclosed,0.0,Seed,2018,Other
Taru Naturals,2017,Mumbai,"Agriculture, Farming",taru naturals is a network that connects farmer communities with clean technology and renewable energy.,Unknown,Undisclosed,0.0,Seed,2018,Agriculture
Letsmd,2017,New Delhi,"Fitness, Health Care, Wellness",letsmd.com is a marketplace for elective surgeries,Unknown,Undisclosed,1000000.0,Seed,2018,Health & Life Sciences
Twenty Two Motors,2017,Haryana,"Automotive, Battery, Electric Vehicle, Manufacturing, Mechanical Design",twenty two motors aim of making cutting edge ev technology affordable for the current generation.,Unknown,Undisclosed,65000000.0,Other,2018,Logistics & Transportation
Truebil,2017,Mumbai,"Automotive, E-Commerce, Marketplace","truebil is a team of young, highly motivated professionals who strive to help you buy and sell used cars in the simplest way possible.",Unknown,Undisclosed,2000000.0,Series A,2018,Logistics & Transportation
Farmersfz,2017,Kochi,Agriculture,farmersfz is an online venture for fresh and safe vegetables and agri products.,Unknown,Undisclosed,0.0,Seed,2018,Agriculture
Worxogo,2017,Bangalore,Information Technology,worxogo’s is a pioneering persuasive technology products align employee behaviours .,Unknown,Undisclosed,165000000.0,Series A,2018,Information Technology
Vivish Technologies (Mygate),2017,Bangalore,"Apps, Information Services, Information Technology",india's leading mobile based security management solution .,Unknown,Undisclosed,650000000.0,Series A,2018,Information Technology
Singularity Dynamics,2017,Bangalore,Artificial Intelligence,singularity dynamics is a chip-design testing startup.,Unknown,Undisclosed,0.0,Seed,2018,Data & AI
Virtual Metalstreet(Metalstreet),2017,Bangalore,"B2B, Marketplace",virtual metalstreet(metalstreet) is a b2b marketplace for steel trading in india,Unknown,Undisclosed,700000.0,Pre-Seed,2018,Retail & E-Commerce
Veritas Finance,2017,Guindy,Financial Services,veritas finance has been promoted with a primary purpose of meeting the working capital and business credit requirements of the small bus.,Unknown,Undisclosed,30000000.0,Venture,2018,Finance & FinTech
Manjushree Technopack,2017,Bangalore,Packaging Services,manjushree technopack is a rigid plastics packaging convertor in india and south asia.,Unknown,Undisclosed,0.0,PE,2018,Logistics & Transportation
Gozefo,2017,Bangalore,"Computer, Furniture, Software",startup working on a white space in the ecommerce industry.,Unknown,Undisclosed,210000000.0,Venture,2018,Information Technology
Zomato,2017,Gurgaon,"Food Delivery, Hospitality, Reservations, Restaurants, Search Engine",zomato is a search app offering detailed information for restaurants as well as online food delivery.,Unknown,Undisclosed,210000000.0,Other,2018,Health & Life Sciences
Innov8 Coworking,2017,New Delhi,"Collaboration, Communities, Coworking, Real Estate",innov8 is a y- combinator backed company that offers coworking and shared office spaces.,Unknown,Undisclosed,4000000.0,Seed,2018,Information Technology
Revfin,2017,Delhi,"Accounting, Banking, Finance",revfin is a digital lending company.,Unknown,Undisclosed,0.0,Seed,2018,Finance & FinTech
Lavelle Networks,2017,Bangalore,"Cloud Computing, Enterprise Software, Network Hardware, Network Security, SaaS",lavelle networks provides software defined wan (sd-wan) solutions to build end to end enterprise networking platforms for tomorrow,Unknown,Undisclosed,20000000.0,Venture,2018,Information Technology
Blackbuck,2017,Bangalore,"Information Services, Internet, Logistics, Supply Chain Management, Transportation",blackbuck is a logistics startup based in india.,Unknown,Undisclosed,2029600000.0,Series D,2018,Information Technology
Cardekho,2017,Gurgaon,"Automotive, E-Commerce, Information Services",cardekho is a car search venture that helps users buy cars that are right for them.,Unknown,Undisclosed,75000000.0,Series C,2018,Logistics & Transportation
Elasticrun,2017,Pune,"Delivery, Logistics, Transportation",elasticrun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers in india.,Unknown,Undisclosed,600000000.0,Series B,2018,Logistics & Transportation
Droom Technology Private Limited,2017,Gurgaon,"Automotive, E-Commerce Platforms, Marketplace",droom is a marketplace for automobiles and automobile services.,Unknown,Undisclosed,30000000.0,Series E,2018,Logistics & Transportation
Vogo Rentals,2017,Kormangala,"Last Mile Transportation, Railroad, Transportation, Travel",vogo is a dockless scooter rental company in india which lets customers rent scooters for short one way trips.,Unknown,Undisclosed,80000000.0,Debt,2018,Data & AI
Innerchef,2017,Gurgaon,"Cooking, E-Commerce, Food and Beverage, Food Delivery, Online Portals",innerchef is an online food discovery and delivery experience that will make the foodie in you come alive.,Unknown,Undisclosed,1760000.0,Venture,2018,Food & Beverage
Livquik,2017,Mumbai,"FinTech, Mobile, Mobile Payments, Payments, Retail Technology",livquik was incorporated with the vision to simplify payments for merchants and consumers in an increasingly digital world,Unknown,Undisclosed,2700000.0,Other,2018,Finance & FinTech
Disprz,2017,Chennai,"E-Learning, Education","disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",Unknown,Undisclosed,400000.0,Debt,2018,Education
9Stacks,2017,Delhi,"Online Games, Software",online gaming startup.,Unknown,Undisclosed,280000000.0,Series A,2018,Information Technology
Origo,2017,Gurgaon,Unknown,"origo commodities, a complete post-harvest management services for agricultural commodities, is the fastest growing company in its sector.",Unknown,Undisclosed,800000000.0,Venture,2018,Other
Yourownroom,2017,Bangalore,"Online Portals, Property Management, Rental","good quality, strategically located homes closer to work for millennials",Unknown,Undisclosed,750000.0,Seed,2018,Real Estate & Construction
Vahdam Teas,2017,New Delhi,"E-Commerce, Food and Beverage, Tea",vahdam teas is a vertically integrated online-first tea brand that sources premium garden fresh teas direct from over 150+ tea plantations.,Unknown,Undisclosed,2500000.0,Series B,2018,Food & Beverage
Spoofin,2017,New Delhi,"Music, Social Network, Video",a social networking app that lets you create and view spoofs of your favourite videos.,Unknown,Undisclosed,0.0,Venture,2018,Media & Entertainment
Strom Motors,2017,Mumbai,Automotive,strom motors is a smart urban mobility company.,Unknown,Undisclosed,0.0,Pre-Seed,2018,Logistics & Transportation
Pharmeasy,2017,Mumbai,"Health Care, Pharmaceutical, Wellness",pharmeasy - indias largest healthcare delivery platform,Unknown,Undisclosed,80000000.0,Series C,2018,Health & Life Sciences
Licious,2017,Bangalore,"Delivery Service, Food and Beverage, Food Delivery","licious is an online meat and fish ordering startup that solves existing problem of finding safe, delectable, trustworthy fresh meat.",Unknown,Undisclosed,25000000.0,Series C,2018,Food & Beverage
Stanza Living,2017,New Delhi,"Hospitality, Information Technology, Travel Accommodations",stanza living is a co-living platform created for students moving to a new place.,Unknown,Undisclosed,730000000.0,Venture,2018,Health & Life Sciences
Docturnal,2017,Hyderabad,"Biotechnology, Diabetes, Health Care","docturnal, an online platform, enables individuals to find information and diagnostic services related to diabetes, cancer, and more.",Unknown,Undisclosed,0.0,Seed,2018,Health & Life Sciences
Bounce (Metro Bikes),2017,Bangalore,"Autonomous Vehicles, Last Mile Transportation, Recreational Vehicles, Rental","bounce (formerly metro bikes) is an urban mobility solution that makes daily commute stress-free, time-saving, reliable, and convenient.",Unknown,Undisclosed,3000000.0,Debt,2018,Logistics & Transportation
Technology 9 Labs (T9L),2017,New Delhi,Information Technology,technology 9 labs is an information technology and services company.,Unknown,Undisclosed,0.0,Other,2018,Information Technology
Goals101,2017,Delhi,Financial Services,goals101 is a one of the fastest growing big-data platforms.,Unknown,Undisclosed,3500000.0,Seed,2018,Finance & FinTech
Satya Microcapital,2017,New Delhi,"Finance, Financial Exchanges, Financial Services, Micro Lending",new delhi-based non-banking financial company.,Unknown,Undisclosed,400000000.0,Venture,2018,Finance & FinTech
Ummeed Housing Finance Private Limited,2017,Haryana,"Finance, Financial Services",ummeed housing finance private limited,Unknown,Undisclosed,600000000.0,Series C,2018,Finance & FinTech
Stockedge,2017,Kolkata,"Analytics, Apps, Market Research","stockedge is a unique platform, which is 100% focused on research and analytics",Unknown,Undisclosed,1100000.0,Seed,2018,Information Technology
Sequretek,2017,Mumbai,Unknown,sequretek is a cyber security start-up.,Unknown,Undisclosed,3700000.0,Venture,2018,Other
Avenues Payments India Pvt. Ltd.,2017,Mumbai,Unknown,avenues payments is an it solutions provider for the remittance\money transfer and forex industries.,Unknown,Undisclosed,1300000.0,Other,2018,Other
Qbera,2017,Bangalore,"Finance, Financial Services",qbera is a managed marketplace for unsecured personal loans.,Unknown,Undisclosed,140000000.0,Venture,2018,Finance & FinTech
Urban Ladder,2017,Bangalore,"E-Commerce, E-Commerce Platforms, Furniture, Home Decor, Internet",urban ladder is a bangalore-based online furniture company.,Unknown,Undisclosed,5600000.0,Debt,2018,Information Technology
Planet11 Ecommerce Solutions India (Avenue11),2017,Bangalore,Unknown,"planet11 is backed by sk planet, which is a part of the sk group – one of the largest conglomerates in south korea.",Unknown,Undisclosed,260000000.0,Other,2018,Other
Dailyninja,2017,Bangalore,"Apps, Mobile, Mobile Apps, Software","daily ninja, a mobile app that delivers daily needs on a subscription model",Unknown,Undisclosed,0.0,Series A,2018,Information Technology
Iba Halal Care,2017,Ahmedabad,Unknown,iba halal care is a cosmetics brand company.,Unknown,Undisclosed,150000000.0,Series A,2018,Other
Knocksense,2017,Lucknow,"News, Publishing, Social Media",knocksense is a fast growing lifestyle website.,Unknown,Undisclosed,0.0,Seed,2018,Media & Entertainment
Togedr,2017,Gurgaon,Unknown,togedr is an activity discovery & booking platform.,Unknown,Undisclosed,0.0,Venture,2018,Other
Parkwheels,2017,Haryana,"Industrial, Industrial Automation","parkwheels aims at solving the big, bad & unsexy parking problems of india.",Unknown,Undisclosed,12000000.0,Seed,2018,Manufacturing & Industrial
Sharechat,2017,Bangalore,"Internet, Mobile Apps, Social Network",sharechat is a social networking and regional content platform for the fast growing internet users in india.,Unknown,Undisclosed,99230000.0,Series C,2018,Information Technology
Cyclops Medtech,2017,Bangalore,"Health Care, Health Diagnostics, Internet of Things, Life Science, Machine Learning, Medical, Medical Device",medtech startup working on clinical and wearable diagnostic and rehab products for neuro vestibular disorders using eye tracking technology.,Unknown,Undisclosed,1000000.0,Seed,2018,Health & Life Sciences
Livspace,2017,Bangalore,"E-Commerce, Furniture, Interior Design","livspace is the new online shopping destination where you can design, decorate and furnish your dream home.",Unknown,Undisclosed,70000000.0,Series C,2018,Information Technology
Newsbytes,2017,Gurgaon,"Apps, Events, News",newsbytes provides your everyday news in a contextual timeline to reduce information overload.,Unknown,Undisclosed,1000000.0,Seed,2018,Information Technology
Leena Ai,2017,Gurgaon,"Artificial Intelligence, Human Resources, Information Services, Information Technology",leena is smart ai powered hr companion dedicated towards engaging employees.,Unknown,Undisclosed,2000000.0,Seed,2018,Information Technology
Max Healthcare,2017,New Delhi,"Health Care, Hospital, Supply Chain Management",max healthcare is one of the leading chain of hospitals in india.,Unknown,Undisclosed,0.0,Other,2018,Health & Life Sciences
Gobolt,2017,New Delhi,"Logistics, Railroad, Transportation",delhi-based logistics technology.,Unknown,Undisclosed,400000000.0,Venture,2018,Data & AI
Gogaga,2017,Bangalore,"Dating, Private Social Networking",gogaga is a new age dating app that has removed the mindless swiping on strangers and connects users through their network and find matches.,Unknown,Undisclosed,40000.0,Other,2018,Social & Community
Mate Labs,2017,Bangalore,"Artificial Intelligence, Machine Learning, PaaS",mate labs is a machine learning solutions platform for beginners.,Unknown,Undisclosed,550000.0,Seed,2018,Data & AI
Furlenco,2017,Bangalore,"Consumer, Furniture, Home Decor, Home Improvement",furlenco is a bangalore-based company that offers a home furniture subscription program.,Unknown,Undisclosed,0.0,Series C,2018,Information Technology
Ola,2017,Kormangala,"Apps, E-Commerce, Internet, Mobile, Ride Sharing, Transportation",ola is a mobile app that brings together cab drivers and customers using technology to make transportation hassle-free in india.,Unknown,Undisclosed,50000000.0,Venture,2018,Information Technology
Docprime,2017,Haryana,"Health Care, Health Insurance",docprime offers a one-stop healthcare solution right at the comfort of patients' homes.,Unknown,Undisclosed,50000000.0,Other,2018,Finance & FinTech
Clp India Pvt. Ltd.,2017,Mumbai,"Energy, Natural Resources",clp india pvt. ltd. is a foreign investor in the indian power sector.,Unknown,Undisclosed,365000000.0,PE,2018,Energy & Utilities
